month,scheme_code,scheme_name,monthly_sip_amt,units_purchased,total_units,total_invested,current_value,xirr_pct,absolute_return_pct,xirr_flag
2021-01-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,138.5617,1387.3083,250000.0,97079.3,11.34,-61.17,False
2021-02-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,42.1852,1429.4935,260000.0,341968.6,12.73,31.53,False
2021-03-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,79.2142,1508.7077,270000.0,188509.73,10.24,-30.18,False
2021-04-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,49.9052,1558.6128,280000.0,306146.59,10.82,9.34,False
2021-05-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,80.5477,1639.1606,290000.0,200019.14,14.91,-31.03,False
2021-06-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,69.4493,1708.6098,300000.0,241588.72,12.37,-19.47,False
2021-07-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,29.4187,1738.0285,310000.0,591432.3,14.84,90.78,False
2021-08-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,59.4495,1797.478,320000.0,308941.27,14.09,-3.46,False
2021-09-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,39.6385,1837.1165,330000.0,466739.17,8.85,41.44,False
2021-10-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,40.2982,1877.4147,340000.0,455921.15,9.46,34.09,False
2021-11-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,45.4814,1922.8961,350000.0,429145.22,12.22,22.61,False
2021-12-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,58.7165,1981.6126,360000.0,343351.68,15.01,-4.62,False
2022-01-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,34.6153,2016.2278,370000.0,574011.19,12.1,55.14,False
2022-02-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,149.3875,2165.6154,380000.0,144928.62,11.02,-61.86,False
2022-03-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,117.855,2283.4704,390000.0,191679.92,15.55,-50.85,False
2022-04-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,30.8299,2314.3003,400000.0,751446.73,12.04,87.86,False
2022-05-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,47.4271,2361.7274,410000.0,489975.04,14.03,19.51,False
2022-06-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,106.9748,2468.7022,420000.0,226135.22,13.36,-46.16,False
2022-07-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,28.5567,2497.2589,430000.0,882924.22,10.76,105.33,False
2022-08-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,48.9117,2546.1706,440000.0,523871.75,12.56,19.06,False
2022-09-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,199.0446,2745.2152,450000.0,137811.04,12.04,-69.38,False
2022-10-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,25.9531,2771.1683,460000.0,1069078.24,12.39,132.41,False
2022-11-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,82.7746,2853.9429,470000.0,345200.26,8.69,-26.55,False
2022-12-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,34.3631,2888.306,480000.0,837967.19,12.79,74.58,False
2023-01-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,103.9825,2992.2886,490000.0,288328.32,14.86,-41.16,False
2023-02-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,36.036,3028.3246,500000.0,850782.0,9.39,70.16,False
2023-03-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,94.6611,3122.9857,510000.0,328812.76,11.07,-35.53,False
2023-04-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,26.564,3149.5497,520000.0,1185544.85,11.99,127.99,False
2023-05-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,68.5354,3218.0851,530000.0,475293.6,12.53,-10.32,False
2023-06-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,35.8282,3253.9132,540000.0,930551.33,12.72,72.32,False
2023-07-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,72.6533,3326.5665,550000.0,450262.59,10.6,-18.13,False
2023-08-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,55.5093,3382.0758,560000.0,616638.5,7.16,10.11,False
2023-09-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,27.2978,3409.3736,570000.0,1215336.93,12.03,113.22,False
2023-10-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,92.6526,3502.0263,580000.0,385162.17,15.92,-33.59,False
2023-11-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,52.9886,3555.0148,590000.0,667989.26,15.18,13.22,False
2023-12-01,120465,Franklin India Bluechip Fund - Direct - Growth,10000,63.7227,3618.7375,600000.0,568709.28,7.41,-5.22,False
2019-01-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,31.8421,31.8421,10000.0,10011.16,15.19,0.11,False
2019-02-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,46.3542,78.1963,20000.0,16729.29,6.06,-16.35,False
2019-03-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,28.796,106.9923,30000.0,36884.84,7.12,22.95,False
2019-04-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,64.4081,171.4004,40000.0,26832.86,6.98,-32.92,False
2019-05-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,33.5965,204.9969,50000.0,59811.18,10.91,19.62,False
2019-06-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,30.1187,235.1156,60000.0,80473.59,8.78,34.12,False
2019-07-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,27.0153,262.1309,70000.0,97054.46,13.74,38.65,False
2019-08-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,40.5121,302.643,80000.0,76921.72,14.33,-3.85,False
2019-09-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,25.7248,328.3678,90000.0,130439.09,14.59,44.93,False
2019-10-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,40.808,369.1758,100000.0,88278.83,13.08,-11.72,False
2019-11-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,103.1672,472.343,110000.0,46561.32,9.13,-57.67,False
2019-12-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,74.0741,546.4171,120000.0,72910.98,9.59,-39.24,False
2020-01-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,82.5287,628.9458,130000.0,77386.98,11.79,-40.47,False
2020-02-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,36.186,665.1318,140000.0,182629.68,8.15,30.45,False
2020-03-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,26.8255,691.9573,150000.0,257600.15,10.3,71.73,False
2020-04-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,28.86,720.8173,160000.0,250978.74,8.57,56.86,False
2020-05-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,121.4182,842.2355,170000.0,69613.33,10.68,-59.05,False
2020-06-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,32.9381,875.1735,180000.0,259063.86,8.02,43.92,False
2020-07-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,85.7118,960.8854,190000.0,109467.46,11.38,-42.39,False
2020-08-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,69.4637,1030.3491,200000.0,148688.0,12.81,-25.66,False
2020-09-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,34.9907,1065.3398,210000.0,306336.25,9.72,45.87,False
2020-10-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,38.3112,1103.6511,220000.0,294172.99,10.67,33.71,False
2020-11-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,28.108,1131.7591,230000.0,406270.97,11.51,76.64,False
2020-12-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,86.3111,1218.0702,240000.0,142185.81,11.36,-40.76,False
2021-01-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,31.5866,1249.6568,250000.0,398743.51,11.98,59.5,False
2021-02-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,32.9478,1282.6046,260000.0,395619.62,9.54,52.16,False
2021-03-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,40.7166,1323.3212,270000.0,313503.13,9.08,16.11,False
2021-04-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,45.9158,1369.237,280000.0,304581.3,11.54,8.78,False
2021-05-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,28.2231,1397.4601,290000.0,496059.76,8.84,71.06,False
2021-06-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,60.0456,1457.5057,300000.0,243051.25,8.93,-18.98,False
2021-07-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,25.9767,1483.4825,310000.0,561078.56,10.79,80.99,False
2021-08-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,180.6032,1664.0857,320000.0,92960.65,13.66,-70.95,False
2021-09-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,26.4543,1690.54,330000.0,646441.7,7.24,95.89,False
2021-10-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,25.8578,1716.3978,340000.0,663694.06,11.41,95.2,False
2021-11-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,109.8177,1826.2156,350000.0,161199.3,12.05,-53.94,False
2021-12-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,25.0094,1851.2249,360000.0,736504.9,13.53,104.58,False
2022-01-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,45.9517,1897.1766,370000.0,413534.45,10.35,11.77,False
2022-02-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,74.1235,1971.3001,380000.0,270872.19,5.34,-28.72,False
2022-03-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,38.2351,2009.5351,390000.0,524898.3,6.71,34.59,False
2022-04-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,82.2504,2091.7855,400000.0,249679.52,13.57,-37.58,False
2022-05-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,27.0059,2118.7914,410000.0,764573.39,7.73,86.48,False
2022-06-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,41.1133,2159.9047,420000.0,550380.9,7.92,31.04,False
2022-07-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,31.111,2191.0157,430000.0,727506.03,11.48,69.19,False
2022-08-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,54.5762,2245.5919,440000.0,407140.89,13.7,-7.47,False
2022-09-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,42.2333,2287.8252,450000.0,556192.21,8.56,23.6,False
2022-10-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,56.9022,2344.7275,460000.0,407857.31,14.54,-11.34,False
2022-11-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,70.6464,2415.3739,470000.0,343865.45,15.31,-26.84,False
2022-12-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,43.5749,2458.9488,480000.0,570117.75,17.42,18.77,False
2023-01-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,44.6329,2503.5816,490000.0,562930.97,12.67,14.88,False
2023-02-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,118.3292,2621.9108,500000.0,223003.41,11.57,-55.4,False
2023-03-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,25.4155,2647.3264,510000.0,1059284.68,12.71,107.7,False
2023-04-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,46.6592,2693.9856,520000.0,586476.5,14.83,12.78,False
2023-05-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,29.0774,2723.063,530000.0,944513.44,13.51,78.21,False
2023-06-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,27.0256,2750.0885,540000.0,997025.77,10.35,84.63,False
2023-07-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,55.6328,2805.7213,550000.0,512835.26,16.27,-6.76,False
2023-08-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,51.3136,2857.035,560000.0,535171.16,10.3,-4.43,False
2023-09-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,40.5055,2897.5405,570000.0,715682.73,9.36,25.56,False
2023-10-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,78.4621,2976.0026,580000.0,373052.04,13.42,-35.68,False
2023-11-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,98.9413,3074.944,590000.0,320613.93,5.9,-45.66,False
2023-12-01,120503,ICICI Prudential Bluechip Fund - Direct - Growth,10000,70.7864,3145.7304,600000.0,442882.15,13.39,-26.19,False
2019-01-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,81.5195,81.5195,10000.0,10345.29,11.4,3.45,False
2019-02-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,63.3272,144.8467,20000.0,23279.77,13.54,16.4,False
2019-03-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,70.0525,214.8993,30000.0,30838.86,12.12,2.8,False
2019-04-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,108.7311,323.6304,40000.0,30500.73,9.52,-23.75,False
2019-05-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,95.0841,418.7145,50000.0,45556.63,8.14,-8.89,False
2019-06-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,34.4685,453.183,60000.0,133532.48,7.78,122.55,False
2019-07-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,29.4777,482.6607,70000.0,162703.95,12.28,132.43,False
2019-08-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,34.024,516.6847,80000.0,150380.62,11.45,87.98,False
2019-09-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,155.9576,672.6423,90000.0,41933.43,9.04,-53.41,False
2019-10-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,29.1911,701.8334,100000.0,242822.99,12.09,142.82,False
2019-11-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,60.7054,762.5388,110000.0,123878.23,15.97,12.62,False
2019-12-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,122.0703,884.6091,120000.0,70699.08,10.92,-41.08,False
2020-01-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,73.0567,957.6658,130000.0,129759.61,13.85,-0.18,False
2020-02-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,57.3033,1014.9691,140000.0,177292.88,11.68,26.64,False
2020-03-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,43.5332,1058.5023,150000.0,234180.18,14.6,56.12,False
2020-04-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,34.842,1093.3442,160000.0,312433.65,12.35,95.27,False
2020-05-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,70.8918,1164.2361,170000.0,161768.45,9.28,-4.84,False
2020-06-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,25.2054,1189.4415,180000.0,486049.27,6.68,170.03,False
2020-07-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,164.2576,1353.699,190000.0,80675.6,16.44,-57.54,False
2020-08-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,52.2084,1405.9075,200000.0,272738.42,11.02,36.37,False
2020-09-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,48.0146,1453.9221,210000.0,310357.94,13.34,47.79,False
2020-10-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,32.0688,1485.9908,220000.0,465532.7,12.68,111.61,False
2020-11-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,72.7537,1558.7445,230000.0,216242.98,13.52,-5.98,False
2020-12-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,47.2322,1605.9767,240000.0,354950.78,11.42,47.9,False
2021-01-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,30.1787,1636.1554,250000.0,540377.67,8.29,116.15,False
2021-02-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,101.0816,1737.237,260000.0,171686.47,17.59,-33.97,False
2021-03-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,184.57,1921.8069,270000.0,106173.66,10.37,-60.68,False
2021-04-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,29.3574,1951.1643,280000.0,665024.42,8.11,137.51,False
2021-05-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,25.3872,1976.5514,290000.0,763473.19,12.45,163.27,False
2021-06-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,104.4386,2080.9901,300000.0,197284.35,8.87,-34.24,False
2021-07-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,29.5604,2110.5505,310000.0,720972.85,11.75,132.57,False
2021-08-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,55.4693,2166.0198,320000.0,378247.79,5.77,18.2,False
2021-09-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,36.9549,2202.9747,330000.0,589328.99,7.24,78.58,False
2021-10-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,36.2792,2239.2539,340000.0,594157.06,15.39,74.75,False
2021-11-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,39.3996,2278.6535,350000.0,577214.82,11.2,64.92,False
2021-12-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,71.1288,2349.7823,360000.0,329111.07,8.59,-8.58,False
2022-01-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,29.8989,2379.6812,370000.0,802450.17,11.61,116.88,False
2022-02-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,173.5207,2553.202,380000.0,144912.11,10.18,-61.87,False
2022-03-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,137.798,2690.9999,390000.0,190491.76,10.78,-51.16,False
2022-04-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,27.3321,2718.3321,400000.0,989789.68,10.7,147.45,False
2022-05-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,48.7329,2767.065,410000.0,568428.07,11.76,38.64,False
2022-06-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,105.1746,2872.2396,420000.0,274352.96,14.83,-34.68,False
2022-07-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,27.2643,2899.5039,430000.0,1076093.41,14.86,150.25,False
2022-08-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,29.3884,2928.8923,440000.0,979716.91,10.47,122.66,False
2022-09-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,60.2265,2989.1188,450000.0,502801.05,14.01,11.73,False
2022-10-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,153.9883,3143.1071,460000.0,201343.06,13.83,-56.23,False
2022-11-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,47.3149,3190.4219,470000.0,661571.28,13.44,40.76,False
2022-12-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,91.9118,3282.3337,480000.0,356930.09,7.85,-25.64,False
2023-01-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,39.8629,3322.1966,490000.0,826171.04,18.55,68.61,False
2023-02-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,29.6217,3351.8183,500000.0,1136129.43,18.9,127.23,False
2023-03-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,53.1208,3404.9392,510000.0,622469.24,14.25,22.05,False
2023-04-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,165.7825,3570.7217,520000.0,204468.72,12.0,-60.68,False
2023-05-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,34.5877,3605.3094,530000.0,1055526.25,14.51,99.16,False
2023-06-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,90.5141,3695.8235,540000.0,401787.51,15.12,-25.59,False
2023-07-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,79.9041,3775.7276,550000.0,467488.36,11.51,-15.0,False
2023-08-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,86.5801,3862.3077,560000.0,442230.47,8.59,-21.03,False
2023-09-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,67.5904,3929.8981,570000.0,599682.01,12.14,5.21,False
2023-10-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,27.8396,3957.7377,580000.0,1452534.45,15.13,150.44,False
2023-11-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,160.9528,4118.6906,590000.0,250940.44,15.65,-57.47,False
2023-12-01,120654,Invesco India Largecap Fund - Direct - Growth,10000,37.4939,4156.1845,600000.0,1119656.62,8.88,86.61,False
2019-01-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,52.9521,52.9521,10000.0,9701.91,8.61,-2.98,False
2019-02-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,31.1779,84.13,20000.0,27188.75,13.21,35.94,False
2019-03-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,165.6452,249.7752,30000.0,15519.32,12.03,-48.27,False
2019-04-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,68.653,318.4282,40000.0,44751.25,11.29,11.88,False
2019-05-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,25.1629,343.5911,50000.0,132760.44,8.38,165.52,False
2019-06-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,45.104,388.6951,60000.0,87178.21,12.58,45.3,False
2019-07-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,57.2967,445.9918,70000.0,78753.66,10.93,12.51,False
2019-08-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,26.3574,472.3492,80000.0,182042.71,10.76,127.55,False
2019-09-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,49.7141,522.0634,90000.0,107358.37,13.03,19.29,False
2019-10-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,34.7355,556.7989,100000.0,159633.21,12.64,59.63,False
2019-11-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,35.5568,592.3557,110000.0,166534.6,16.79,51.4,False
2019-12-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,125.0156,717.3713,120000.0,57664.21,12.0,-51.95,False
2020-01-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,37.5206,754.892,130000.0,200234.15,14.53,54.03,False
2020-02-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,30.3656,785.2576,140000.0,262262.36,11.18,87.33,False
2020-03-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,33.379,818.6365,150000.0,239586.77,9.29,59.72,False
2020-04-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,127.0487,945.6852,160000.0,74160.72,16.05,-53.65,False
2020-05-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,96.1723,1041.8575,170000.0,107790.3,10.22,-36.59,False
2020-06-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,33.4348,1075.2923,180000.0,310283.89,16.54,72.38,False
2020-07-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,36.7823,1112.0745,190000.0,305780.5,14.39,60.94,False
2020-08-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,32.375,1144.4496,200000.0,360296.67,11.51,80.15,False
2020-09-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,62.1736,1206.6232,210000.0,194401.61,16.47,-7.43,False
2020-10-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,114.5607,1321.1838,220000.0,115740.34,13.76,-47.39,False
2020-11-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,192.9757,1514.1595,230000.0,79829.88,13.93,-65.29,False
2020-12-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,63.3352,1577.4947,240000.0,248432.18,11.9,3.51,False
2021-01-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,56.8279,1634.3226,250000.0,292064.61,14.33,16.83,False
2021-02-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,69.2425,1703.5651,260000.0,251777.25,13.65,-3.16,False
2021-03-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,103.756,1807.3211,270000.0,176268.05,10.66,-34.72,False
2021-04-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,86.5127,1893.8337,280000.0,216363.87,14.34,-22.73,False
2021-05-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,48.2859,1942.1196,290000.0,397594.07,11.94,37.1,False
2021-06-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,40.9567,1983.0763,300000.0,497542.05,15.66,65.85,False
2021-07-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,51.8618,2034.9382,310000.0,394745.08,11.11,27.34,False
2021-08-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,168.9475,2203.8856,320000.0,130126.1,14.6,-59.34,False
2021-09-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,57.5142,2261.3999,330000.0,392902.57,10.33,19.06,False
2021-10-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,121.1094,2382.5092,340000.0,201507.22,12.54,-40.73,False
2021-11-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,38.5624,2421.0716,350000.0,620583.9,13.44,77.31,False
2021-12-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,61.1434,2482.215,360000.0,413851.9,8.98,14.96,False
2022-01-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,54.1038,2536.3188,370000.0,466908.39,11.26,26.19,False
2022-02-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,65.7246,2602.0434,380000.0,399482.12,13.9,5.13,False
2022-03-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,53.8416,2655.885,390000.0,487836.93,7.52,25.09,False
2022-04-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,125.565,2781.45,400000.0,226085.85,8.64,-43.48,False
2022-05-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,27.3673,2808.8173,410000.0,1031908.4,11.6,151.68,False
2022-06-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,27.2613,2836.0786,420000.0,1043710.27,16.95,148.5,False
2022-07-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,25.4868,2861.5654,430000.0,1190989.26,7.1,176.97,False
2022-08-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,39.9696,2901.5351,440000.0,740220.09,11.53,68.23,False
2022-09-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,91.4495,2992.9845,450000.0,334141.75,14.87,-25.75,False
2022-10-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,54.5673,3047.5518,460000.0,574241.03,12.85,24.84,False
2022-11-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,101.4302,3148.982,470000.0,304934.61,14.78,-35.12,False
2022-12-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,64.3501,3213.332,480000.0,500530.24,11.3,4.28,False
2023-01-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,44.9256,3258.2577,490000.0,718347.9,15.02,46.6,False
2023-02-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,138.6194,3396.877,500000.0,252908.85,8.41,-49.42,False
2023-03-01,120841,Kotak Bluechip Fund - Direct Plan - Growth,10000,49.4707,3446.3477,510000.0,705310.32,10.88,38.3,False
